name,mid_yield,bid_yield,ask_yield,issue_size,rating,ticker,g_spread,liquidity,volatility,maturity,duration,bidask_spread
AM076072 Corp,0.8186173853524983,0.206,0.134,3200000000.0,AAA,IADB,11.49853,96.0,0.21838508546352386,0.8186173853524983,0.8086827369825913,0.07199999999999998
AN572398 Corp,1.1471594798083504,0.317,0.285,2000000000.0,A+,ONT,22.01019,96.0,0.38772261142730713,1.1471594798083504,1.1308586045122624,0.03200000000000003
AR519486 Corp,1.949349760438056,0.256,0.225,1650000000.0,AAA,EBRD,8.769147,99.0,0.5044054985046387,1.949349760438056,1.9107960134453745,0.031
JK609301 Corp,5.034907597535934,0.984,0.952,1200000000.0,AAA,IFC,8.858379,94.0,2.3623175621032715,5.034907597535934,4.763286919134554,0.03200000000000003
BK403717 Corp,2.302532511978097,0.301,0.276,4000000000.0,AAA,ASIA,7.999584,99.0,0.6605108976364136,2.302532511978097,2.296539813468558,0.024999999999999967
AX634270 Corp,2.9842573579739904,0.418,0.38,4500000000.0,AAA,IBRD,7.791139,99.0,0.845458984375,2.9842573579739904,2.8955172654113253,0.03799999999999998
AV214516 Corp,2.7214236824093088,0.358,0.33,3000000000.0,NR,EIB,6.631392,99.0,0.7360885739326477,2.7214236824093088,2.6116693691572985,0.02799999999999997
EK508655 Corp,0.5174537987679672,0.227,0.103,500000000.0,AAA,NIB,13.21786,88.0,0.19620105624198914,0.5174537987679672,0.5083834910162255,0.12400000000000001
BK619553 Corp,3.34839151266256,0.555,0.53,750000000.0,AA+,SEK,11.2916,92.0,1.023855447769165,3.34839151266256,3.3275622005229826,0.025000000000000022
AM714472 Corp,0.9555099247091033,0.349,0.205,1400000000.0,AA+,SEK,21.20697,92.0,0.3063238561153412,0.9555099247091033,0.9497480526567104,0.144
AX310778 Corp,2.926762491444216,0.418,0.381,1000000000.0,AA+,COE,8.641003,98.0,0.7877813577651978,2.926762491444216,2.8344061463008656,0.03699999999999998
AZ117254 Corp,2.2340862422997945,0.281,0.262,2100000000.0,AAA,IBRD,7.254254,97.0,0.5125086903572083,2.2340862422997945,2.1883813016036386,0.019000000000000017
AO422284 Corp,1.3360711841204653,0.275,0.222,1500000000.0,AA-,ALTA,15.12598,96.0,0.29304036498069763,1.3360711841204653,1.3201063133693953,0.05300000000000002
UV334329 Corp,4.344969199178645,0.871,0.835,4350000000.0,AAA,IBRD,15.79147,99.0,2.16627836227417,4.344969199178645,4.137620881354984,0.03600000000000003
AL005253 Corp,0.6078028747433265,0.19,0.14,1000000000.0,NR,EBRD,12.57099,95.0,0.1937442272901535,0.6078028747433265,0.5990802807269765,0.04999999999999999
BJ427055 Corp,4.1505817932922655,0.754,0.726,1000000000.0,AA+,NRWBK,9.587808,95.0,1.6379019021987915,4.1505817932922655,4.088065501620253,0.028000000000000025
BG176981 Corp,3.9288158795345653,0.677,0.65,1000000000.0,AA+,COE,8.261406,98.0,1.2202352285385132,3.9288158795345653,3.829523401894577,0.027000000000000024
BH642715 Corp,2.0533880903490758,0.373,0.365,1000000000.0,AA+,OMERFT,19.97903,88.0,0.5508863925933838,2.0533880903490758,2.0252735032213,0.008000000000000007
BK078905 Corp,2.8966461327857633,0.436,0.411,1250000000.0,AAA,KOMINS,11.76006,97.0,0.8505074381828308,2.8966461327857633,2.877653157716973,0.025000000000000022
EK536053 Corp,3.561943874058864,0.603,0.543,1600000000.0,AA-,Q,9.361764,98.0,1.5250037908554077,3.561943874058864,3.3754361943079476,0.05999999999999994
EK609104 Corp,3.671457905544148,0.586,0.542,4300000000.0,AAA,IBRD,5.290119,98.0,1.1534579992294312,3.671457905544148,3.5054709436742226,0.04399999999999993
AP528514 Corp,1.7248459958932238,0.219,0.189,3000000000.0,AAA,EIB,7.344301,99.0,0.33175545930862427,1.7248459958932238,1.6933101125821264,0.03
AQ723855 Corp,1.7631759069130732,0.222,0.2,5000000000.0,AAA,KFW,7.261689,99.0,0.34170931577682495,1.7631759069130732,1.7270216731711678,0.021999999999999992
EK764210 Corp,3.9397672826830936,0.673,0.639,700000000.0,NR,IBRD,7.150581,94.0,1.3883235454559326,3.9397672826830936,3.799656397228785,0.03400000000000003
QZ213783 Corp,5.3963039014373715,1.262,1.237,1000000000.0,A+,ALTA,28.53063,97.0,3.464148998260498,5.3963039014373715,5.130669752542718,0.02499999999999991
BJ815347 Corp,4.210814510609172,0.747,0.725,1000000000.0,AAA,KOMMUN,7.654269,93.0,1.6181355714797974,4.210814510609172,4.146405462452996,0.02200000000000002
AM249094 Corp,0.8569472963723477,0.231,0.153,1250000000.0,AAA,NIB,13.45715,97.0,0.25658804178237915,0.8569472963723477,0.8447932582927322,0.07800000000000001
AV889953 Corp,0.7008898015058179,0.183,0.131,500000000.0,AAA,AFDB,10.42276,87.0,0.20751401782035828,0.7008898015058179,0.6899354328931437,0.05199999999999999
BJ816817 Corp,4.210814510609172,0.848,0.824,2500000000.0,AAA,CADEPO,17.67038,94.0,1.6986474990844727,4.210814510609172,4.130800899754874,0.02400000000000002
AX982158 Corp,3.0417522245037647,0.48,0.457,1000000000.0,AA-,Q,13.10894,98.0,0.9695737361907959,3.0417522245037647,2.917042586577361,0.022999999999999965
AL379804 Corp,0.6844626967830253,0.173,0.113,1500000000.0,AAA,KFW,9.786511,95.0,0.2695694863796234,0.6844626967830253,0.675650315419881,0.059999999999999984
AU922558 Corp,2.5626283367556466,0.434,0.395,2500000000.0,A+,ONT,16.31656,99.0,0.8063546419143677,2.5626283367556466,2.4445926304248897,0.03899999999999998
AR634841 Corp,1.9685147159479808,0.332,0.287,1250000000.0,AA+,SEK,14.714,96.0,0.5757700800895691,1.9685147159479808,1.9285237042170875,0.04500000000000004
AW855352 Corp,2.8501026694045173,0.395,0.369,3500000000.0,AAA,ASIA,8.279798,99.0,0.8388921618461609,2.8501026694045173,2.755365832209273,0.026000000000000023
AT705651 Corp,2.349075975359343,0.337,0.279,2000000000.0,AAA,IFC,9.031353,99.0,0.6670312285423279,2.349075975359343,2.2798733247884666,0.057999999999999996
UV827176 Corp,4.479123887748118,1.178,1.11,750000000.0,AA-,KDB,42.86433,80.0,1.9177848100662231,4.479123887748118,4.2034591791023175,0.06799999999999984
AR104355 Corp,1.88911704312115,0.283,0.241,1000000000.0,AA+,COE,11.07088,97.0,0.4700884222984314,1.88911704312115,1.8458132158568308,0.04199999999999998
AF265961 Corp,1.3908281998631074,0.211,0.176,3000000000.0,AAA,EIB,9.1953,99.0,0.276585191488266,1.3908281998631074,1.3725395918128138,0.035
QJ038623 Corp,1.5359342915811087,0.215,0.168,1450000000.0,AAA,IBRD,7.730083,95.0,0.2975228726863861,1.5359342915811087,1.506166643132502,0.046999999999999986
AX187117 Corp,2.9103353867214237,0.429,0.384,2000000000.0,AAA,EDC,9.27509,98.0,0.8782131671905518,2.9103353867214237,2.813659420984105,0.044999999999999984
EK511390 Corp,0.5201916495550992,0.215,0.137,1250000000.0,AAA,RENTEN,13.90046,90.0,0.17457851767539978,0.5201916495550992,0.5111609657037571,0.07799999999999999
